% RxNodeID	FreqInGHz	BandwidthMHz	N0	RSSI	BestRSRP	BestRSRPNode	BestSINR	RoIDbm
25969	0.7	20	-100.88970004336021	-75.55105344336813	-76.362915735833	92	6.8707664299415825	-1000
2229	0.7	20	-100.88970004336021	-64.33684665901575	-64.84875822749018	43	9.027424010566335	-1000
9603	0.7	20	-100.88970004336021	-46.72037389716601	-46.72206880052415	96	34.085546232122134	-1000
13137	0.7	20	-100.88970004336021	-58.796505692066496	-58.815349320116965	63	23.616772660047545	-1000
21508	0.7	20	-100.88970004336021	-70.1388495360688	-70.4783860753648	80	10.898103664522381	-1000
6746	0.7	20	-100.88970004336021	-54.992071214234564	-55.00580820662595	51	24.992056229341152	-1000
31250	0.7	20	-100.88970004336021	-75.38228573222119	-75.80142376758434	106	9.943018031752842	-1000
33297	0.7	20	-100.88970004336021	-72.38229088697605	-72.82452640905696	72	9.698312934694798	-1000
28201	0.7	20	-100.88970004336021	-73.8999602740213	-74.29481095743226	20	10.214593145362784	-1000
28517	0.7	20	-100.88970004336021	-74.28409321186506	-74.70792023739271	21	9.892319891778769	-1000
6726	0.7	20	-100.88970004336021	-62.191722353435	-62.2507962575557	51	18.63431594232629	-1000
12432	0.7	20	-100.88970004336021	-53.528247009004915	-53.5364086331595	101	27.255995746866603	-1000
13801	0.7	20	-100.88970004336021	-64.4487276873081	-66.26259018978631	26	2.8533484555967448	-1000
17237	0.7	20	-100.88970004336021	-61.14612322419906	-61.18532359478064	32	20.425326458236142	-1000
12650	0.7	20	-100.88970004336021	-51.61738528082881	-51.62081938254187	62	31.01799440719384	-1000
33562	0.7	20	-100.88970004336021	-75.57971269495228	-75.98278120417116	112	10.120961580656584	-1000
33892	0.7	20	-100.88970004336021	-75.49041107976366	-76.0646203376632	113	8.496873709475125	-1000
34278	0.7	20	-100.88970004336021	-74.5587250337856	-75.0294015141159	114	9.413154666094954	-1000
13097	0.7	20	-100.88970004336021	-52.92610205859562	-52.93055535106023	63	29.888804098170823	-1000
18506	0.7	20	-100.88970004336021	-52.436132867695676	-52.44057205039768	113	29.90259313749364	-1000
24730	0.7	20	-100.88970004336021	-71.78661974929872	-72.23002932736358	11	9.686201470704873	-1000
26113	0.7	20	-100.88970004336021	-73.32857041526925	-73.92576159118441	53	8.314692628746002	-1000
1905	0.7	20	-100.88970004336021	-54.64980715689829	-54.66065133061082	81	26.020455238761897	-1000
8690	0.7	20	-100.88970004336021	-56.600557261649094	-56.616802795085114	94	24.2623780507694	-1000
11826	0.7	20	-100.88970004336021	-47.489882859056976	-47.491350713415464	22	34.710279497942	-1000
12574	0.7	20	-100.88970004336021	-46.99679129371539	-46.99806710780858	62	35.31933123792227	-1000
28842	0.7	20	-100.88970004336021	-72.93920779161931	-73.2169503473703	22	11.801807487167508	-1000
29171	0.7	20	-100.88970004336021	-76.6305637583111	-77.11069035020692	61	9.32201079335654	-1000
37050	0.7	20	-100.88970004336021	-74.58358396364889	-75.39077530433094	57	6.89823318430993	-1000
6865	0.7	20	-100.88970004336021	-55.01851279058186	-55.02989771716981	12	25.808847060641952	-1000
9961	0.7	20	-100.88970004336021	-70.40228296774082	-70.81773078255861	57	9.98329862929073	-1000
12307	0.7	20	-100.88970004336021	-48.45694614918039	-48.45871493881403	23	33.90019684513804	-1000
15062	0.7	20	-100.88970004336021	-52.27118434445629	-52.27518796618949	106	30.351310767334972	-1000
15893	0.7	20	-100.88970004336021	-52.87407163666777	-52.878664206675516	69	29.75498877283126	-1000
25260	0.7	20	-100.88970004336021	-72.51036771518368	-73.0302124530208	90	8.956591835106266	-1000
5593	0.7	20	-100.88970004336021	-64.35735546825883	-64.56707527035618	88	13.056166856269058	-1000
10643	0.7	20	-100.88970004336021	-58.811579363189594	-58.82856556946474	20	24.06838330450607	-1000
12570	0.7	20	-100.88970004336021	-52.13561492298615	-52.13927809343588	62	30.737440127615372	-1000
12725	0.7	20	-100.88970004336021	-47.35772610987124	-47.3589652603373	63	35.44598307741359	-1000
33026	0.7	20	-100.88970004336021	-75.55437275001046	-76.13907372813959	33	8.412874928935096	-1000
1859	0.7	20	-100.88970004336021	-61.52294893428041	-61.96306202150738	3	9.720285525273582	-1000
16966	0.7	20	-100.88970004336021	-59.5138306663266	-59.537029343848104	71	22.711606331599853	-1000
21972	0.7	20	-100.88970004336021	-73.4791355909869	-74.13205728352082	42	7.898682027895532	-1000
31295	0.7	20	-100.88970004336021	-74.50123790080539	-74.87041276027138	106	10.519626998465341	-1000
4128	0.7	20	-100.88970004336021	-49.31492829969959	-49.31787109756227	7	31.688767311518845	-1000
12424	0.7	20	-100.88970004336021	-51.837479001975055	-51.8409498129403	23	30.971797983577424	-1000
